"Name","ipfsUrl","Accessories","Artifacts","Background","Body","Coins","Expression","Eyes","Hieroglyphs","Keyword","Mouth"
"Chia Friends #7925","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7925.png",,,"Lilac & Shimmer","Cactus (Purple)",,,"Laser Visor",,,"Frown (Purple)"
"Chia Friends #7926","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7926.png",,"Sparkles","Caribbean","Cactus (esaung)",,"Wide Eyes","Blue",,,"Frown (Tan)"
"Chia Friends #7927","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7927.png",,,"Mauve & Glimmer","Cactus (Green)",,"Squint (Green)","Orange",,,"Carne (Green)"
"Chia Friends #7928","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7928.png",,,"Gold Fish & Glimmer","K32 (Steel)","Pi",,"Blue","3",,"Happy (Steel)"
"Chia Friends #7929","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7929.png","Mohawk (Red)",,"Watermellon & Glimmer","Cucumber",,,"Enlightened",,,"Happy (Green)"
"Chia Friends #793","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/793.png",,,"Fern","Cucumber",,"Squint (Green)","Blue",,,"Happy (Green)"
"Chia Friends #7930","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7930.png","Flower (Yellow)",,"Yak","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #7931","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7931.png","Verdant",,"Opaa & Watercolor","Cactus (Albino)",,"Wide Eyes","Purple",,,"Happy (Tan)"
"Chia Friends #7932","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7932.png",,"Fireball (Green)","Sand","Marmot (Brown)",,"Squint (Brown)","Orange",,,"Snout (Small)"
"Chia Friends #7933","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7933.png",,,"Ice","Marmot (Gray)","Heart","Wide Eyes","Cyborg",,,"Snout (Sullen)"
"Chia Friends #7934","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7934.png",,,"Banana & Gradient","Cucumber",,"Squint (Green)","Blue",,,"Frown (Green)"
"Chia Friends #7935","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7935.png","Verdant",,"Thistle & Sparkle","Starling",,,"Blue",,,"Beak (Long)"
"Chia Friends #7936","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7936.png",,,"Watermellon","Seal",,,"Blue",,,"Snout (Tooth)"
"Chia Friends #7937","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7937.png",,,"Cranberry & Gradient","Marmot (Red)",,"Wide Eyes","Laser Visor",,,"Snout (Hungry)"
"Chia Friends #7938","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7938.png",,,"Green","K32 (Steel)",,,"Green","1",,"Intercom (Steel)"
"Chia Friends #7939","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7939.png",,,"Gold Fish & Gradient","Cactus (Gold)","Hourglass","Wide Eyes","Laser Visor",,,"Happy (Purple)"
"Chia Friends #794","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/794.png",,,"Dolphin","K32 (Steel)",,"Relaxed (Steel)","Closed","2",,"Happy (Steel)"
"Chia Friends #7940","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7940.png",,,"Caribbean","Parakeet (Yellow)",,,"Blue",,,"Beak (Small)"
"Chia Friends #7941","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7941.png",,,"Thistle & Gradient","Cactus (esaung)",,"Angry (Green)","Orange",,,"Carne (Tan)"
"Chia Friends #7942","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7942.png",,,"Dolphin","Parakeet (Yellow)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #7943","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7943.png",,"Emerald","Monster","Cactus (Green)",,"Wide Eyes","Cyborg",,,"Smile (Green)"
"Chia Friends #7944","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7944.png",,"Fireball (Yellow)","Monster & Watercolor","K32 (Steel)",,,"Blue","1",,"Smile (Steel)"
"Chia Friends #7945","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7945.png","Bow (Blue)","Fish","Gold Fish","Cucumber",,"Wide Eyes","Vipers",,,"Happy (Green)"
"Chia Friends #7946","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7946.png",,,"Sky","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #7947","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7947.png",,,"Yak & Gradient","K32 (Steel)",,,"Green","2",,"Sad (Steel)"
"Chia Friends #7948","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7948.png",,"Fireball (Green)","Gold Fish","K32 (Steel)",,,"Green","3",,"Intercom (Steel)"
"Chia Friends #7949","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7949.png",,,"Fern","Cactus (Green)",,"Wide Eyes","Ded",,,"Smile (Green)"
"Chia Friends #795","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/795.png",,,"Sea Foam & Gradient","Marmot (Red)",,,"Red",,,"Snout (Hungry)"
"Chia Friends #7950","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7950.png",,,"Yak","Parakeet (Yellow)",,,"Enlightened",,,"Beak (Small)"
"Chia Friends #7951","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7951.png",,,"Sea Foam & Gradient","Cactus (Ded)",,"Wide Eyes","Zombie",,,"Yum"
"Chia Friends #7952","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7952.png",,,"Caribbean","Cucumber",,"Wide Eyes","Blue",,,"Carne (Green)"
"Chia Friends #7953","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7953.png",,,"Dan Perrywinkle & Shimmer","Cactus (esaung)",,,"Laser Visor",,,"Frown (Purple)"
"Chia Friends #7954","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7954.png",,,"Swamp","Broccoli (Purple)",,"Wide Eyes","Green",,,"Happy (Purple)"
"Chia Friends #7955","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7955.png",,"Fireball (Yellow)","Owl & Sparkle","K32 (Steel)",,,"Green","3",,"Intercom (Steel)"
"Chia Friends #7956","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7956.png",,,"Squash","Cactus (Red)",,"Wide Eyes","Vipers",,,"Carne (Purple)"
"Chia Friends #7957","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7957.png",,,"Sea Foam & Sparkle","Starling",,,"Shades",,,"Beak (Long)"
"Chia Friends #7958","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7958.png",,"Snow","Green Lasers & Sparkle","K32 (Amethyst)",,,"Seer (Amethyst)","2",,"Stoic"
"Chia Friends #7959","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7959.png",,,"Opaa","Cactus (Albino)",,"Wide Eyes","3D Glasses",,,"Frown (Tan)"
"Chia Friends #796","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/796.png",,,"Caribbean","Marmot (Red)",,"Wide Eyes","Blue",,,"Snout (Eating)"
"Chia Friends #7960","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7960.png",,,"Sea Foam","Cucumber",,"Wide Eyes","Blue",,,"Carne (Green)"
"Chia Friends #7961","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7961.png",,,"Monster & Sparkle","K32 (Steel)",,,"Green","2",,"Jagged (Steel)"
"Chia Friends #7962","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7962.png",,,"Gold Fish & Gradient","K32 (Steel)","Heart",,"Green","3",,"Jagged (Steel)"
"Chia Friends #7963","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7963.png","Bubblegum",,"Green Lasers","Marmot (Purple)",,,"Green",,,"Snout (Tooth)"
"Chia Friends #7964","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7964.png",,,"Owl","Starling",,,"Rainbow",,,"Beak (Long)"
"Chia Friends #7965","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7965.png",,,"Thistle & Sparkle","Cactus (Red)",,"Squint (Purple)","Blue",,,"Ooo (Purple)"
"Chia Friends #7966","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7966.png",,,"Dan Perrywinkle & Sparkle","K32 (Steel)",,,"Green","1",,"Smile (Steel)"
"Chia Friends #7967","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7967.png",,,"Cherry Blossom & Sparkle","Parakeet (Green)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #7968","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7968.png",,,"Caribbean","Marmot (Brown)",,"Wide Eyes","Cyborg",,,"Snout (Small)"
"Chia Friends #7969","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7969.png",,,"Slate","Cactus (Red)",,"Wide Eyes","Purple",,,"Frown (Tan)"
"Chia Friends #797","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/797.png",,,"Nighttime","K32 (Steel)",,,"Blue Screen","4",,"Happy (Steel)"
"Chia Friends #7970","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7970.png","Verdant",,"Tundra","Parakeet (Green)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #7971","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7971.png",,,"Dolphin & Glimmer","Marmot (Blue)",,,"Rainbow",,,"Snout (Tooth)"
"Chia Friends #7972","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7972.png",,,"Watermellon","Marmot (Red)",,"Squint (Brown)","Red",,,"Snout (Eating)"
"Chia Friends #7973","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7973.png",,,"Mint & Watercolor","Parakeet (Yellow)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #7974","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7974.png",,,"Lilac & Sparkle","Marmot (Brown)",,,"Rainbow",,,"Snout (Eating)"
"Chia Friends #7975","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7975.png",,,"Tundra","Starling",,,"Zombie",,,"Beak (Long)"
"Chia Friends #7976","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7976.png",,"Emerald","Lilac & Watercolor","Broccoli (Purple)",,"Wide Eyes","Enlightened",,,"Smile (Purple)"
"Chia Friends #7977","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7977.png","Mohawk (Green)",,"Owl","Marmot (Brown)",,,"Shades",,,"Snout (Hungry)"
"Chia Friends #7978","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7978.png",,,"Slate & Gradient","K32 (Steel)",,,"Closed","4",,"Sad (Steel)"
"Chia Friends #7979","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7979.png",,,"Sea Foam","Cucumber",,,"Cyborg",,,"Carne (Green)"
"Chia Friends #798","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/798.png",,"Yoyo","Mint & Watercolor","Cactus (Green)",,"Angry (Green)","Orange",,,"Carne (Green)"
"Chia Friends #7980","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7980.png",,,"Monster & Gradient","Marmot (Red)",,"Wide Eyes","3D Glasses",,,"Snout (Small)"
"Chia Friends #7981","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7981.png","Flower (Red)",,"Fern & Grid","Marmot (Purple)",,"Wide Eyes","Orange",,,"Snout (Small)"
"Chia Friends #7982","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7982.png",,"Fireball (Blue)","Thistle","Marmot (Brown)",,"Wide Eyes","Rainbow",,,"Snout (Tooth)"
"Chia Friends #7983","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7983.png","Flower (Red)","Sparkles","Thistle & Gradient","Cactus (Purple)",,"Wide Eyes","Cyborg",,,"Carne (Purple)"
"Chia Friends #7984","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7984.png","Bubblegum","Fireball (Yellow)","Owl","Cactus (Red)",,,"Blue",,,"Ooo (Purple)"
"Chia Friends #7985","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7985.png",,"Emerald","Worm","Marmot (Blue)",,"Squint (Purple)","Green",,,"Snout (Sullen)"
"Chia Friends #7986","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7986.png",,,"quexington & Sparkle","Starling",,,"Green",,,"Beak (Long)"
"Chia Friends #7987","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7987.png",,,"Swamp","Marmot (Brown)","Infinity",,"Shades",,,"Snout (Hungry)"
"Chia Friends #7988","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7988.png",,,"Cranberry & Gradient","Cactus (Red)",,"Wide Eyes","Enlightened",,,"Happy (Tan)"
"Chia Friends #7989","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7989.png",,"Ruby","Dan Perrywinkle","Cactus (Albino)",,"Wide Eyes","3D Glasses",,,"Ooo (Tan)"
"Chia Friends #799","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/799.png",,"Ruby","Caribbean","Starling",,,"Vipers",,,"Beak (Long)"
"Chia Friends #7990","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7990.png",,,"Banana","Cactus (esaung)",,"Angry (Green)","Blue",,,"Carne (Tan)"
"Chia Friends #7991","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7991.png",,,"Gold Fish & Glimmer","Marmot (Brown)","Lightning",,"Rainbow",,,"Snout (Drool)"
"Chia Friends #7992","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7992.png","Flower (Red)",,"Cherry Blossom","Marmot (Brown)",,,"Rainbow",,,"Snout (Sullen)"
"Chia Friends #7993","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7993.png",,,"Nighttime & Watercolor","Parakeet (Yellow)","Smile",,"Cyborg",,,"Beak (Small)"
"Chia Friends #7994","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7994.png",,"Fireball (Yellow)","Watermellon","Marmot (Green)",,"Wide Eyes","Green",,,"Snout (Eating)"
"Chia Friends #7995","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7995.png",,,"Fern","K32 (Steel)",,,"Yellow","4",,"Smile (Steel)"
"Chia Friends #7996","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7996.png",,"Sparkles","Mint & Watercolor","Broccoli (Purple)",,,"Green",,,"Happy (Purple)"
"Chia Friends #7997","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7997.png",,,"Monster","K32 (Steel)",,,"Blue","1",,"Intercom (Steel)"
"Chia Friends #7998","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7998.png",,,"quexington","Cactus (Green)","Circle","Angry (Green)","Green",,,"Smile (Green)"
"Chia Friends #7999","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/7999.png",,,"Worm & Gradient","K32 (Steel)",,,"Yellow","2",,"Happy (Steel)"
"Chia Friends #8","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8.png",,"Emerald","Flax","Cactus (Purple)",,"Wide Eyes","3D Glasses",,,"Happy (Tan)"
"Chia Friends #80","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/80.png",,,"Jellyfish","Cactus (Albino)",,"Wide Eyes","Enlightened",,,"Carne (Tan)"
"Chia Friends #800","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/800.png",,,"Thistle","Cactus (Green)",,"Wide Eyes","Blue",,,"Carne (Green)"
"Chia Friends #8000","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8000.png",,,"Gold Fish","Starling","Key",,"Blue",,,"Beak (Long)"
"Chia Friends #8001","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8001.png",,"Emerald","Gold Fish & Shimmer","Broccoli (Purple)",,"Wide Eyes","Vipers",,,"Ooo (Purple)"
"Chia Friends #8002","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8002.png","Verdant",,"Sky & Stars","Cactus (esaung)",,"Wide Eyes","3D Glasses",,,"Happy (Purple)"
"Chia Friends #8003","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8003.png",,"Fish","Thistle & Watercolor","K32 (Steel)",,,"Closed","2",,"Smile (Steel)"
"Chia Friends #8004","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8004.png","Mohawk (Green)",,"quexington & Gradient","Cactus (Green)",,"Wide Eyes","Purple",,,"Ooo (Green)"
"Chia Friends #8005","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8005.png",,,"Opaa & Shimmer","Marmot (Brown)",,"Squint (Brown)","Green",,,"Snout (Tooth)"
"Chia Friends #8006","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8006.png",,"Emerald","Nighttime & Watercolor","K32 (Steel)",,,"Yellow","1",,"Happy (Steel)"
"Chia Friends #8007","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8007.png",,,"Lilac & Watercolor","Starling",,,"Shades",,,"Beak (Long)"
"Chia Friends #8008","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8008.png",,,"Grid","K32 (Jade)","Square",,"Seer (Jade)","3",,"Stoic"
"Chia Friends #8009","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8009.png",,,"Watermellon & Watercolor","Cactus (esaung)",,,"Cyborg",,,"Frown (Tan)"
"Chia Friends #801","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/801.png",,,"Galaxy & Stars","K32 (Jade)",,"Seer","Seer (Jade)","2",,"Stoic"
"Chia Friends #8010","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8010.png",,,"Yak","Marmot (Brown)",,"Wide Eyes","Green",,,"Snout (Tooth)"
"Chia Friends #8011","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8011.png",,,"Mauve","K32 (Steel)",,,"Closed","1",,"Jagged (Steel)"
"Chia Friends #8012","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8012.png",,"Fish","Sand","Broccoli (Green)",,"Wide Eyes","Vipers",,,"Happy (Green)"
"Chia Friends #8013","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8013.png",,,"Ice","Marmot (Blue)",,,"Green",,,"Snout (Drool)"
"Chia Friends #8014","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8014.png",,"Halo","Banana","Parakeet (Yellow)",,,"Enlightened",,,"Beak (Small)"
"Chia Friends #8015","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8015.png",,,"Watermellon","Cactus (esaung)",,"Squint (Purple)","Green",,,"Frown (Purple)"
"Chia Friends #8016","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8016.png","Bubblegum",,"Nighttime","K32 (Steel)",,,"Closed","2",,"Smile (Steel)"
"Chia Friends #8017","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8017.png",,"Emerald","Slate","Marmot (Brown)",,"Wide Eyes","Zombie",,,"Snout (Hungry)"
"Chia Friends #8018","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8018.png","Verdant","Fireball (Yellow)","Green","Marmot (Red)",,"Squint (Purple)","Blue",,,"Snout (Eating)"
"Chia Friends #8019","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8019.png","Mohawk (Purple)",,"Swamp","Parakeet (Yellow)",,,"Orange",,,"Beak (Small)"
"Chia Friends #802","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/802.png",,,"Slate","Starling",,,"Rainbow",,,"Beak (Long)"
"Chia Friends #8020","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8020.png",,,"Seashell","Marmot (Brown)",,,"Shades",,,"Snout (Tooth)"
"Chia Friends #8021","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8021.png",,,"Thistle & Watercolor","Marmot (Brown)",,,"Laser Visor",,,"Snout (Eating)"
"Chia Friends #8022","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8022.png","Flower (Yellow)",,"Swamp","Starling",,,"Rainbow",,,"Beak (Long)"
"Chia Friends #8023","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8023.png",,,"Monster & Gradient","Marmot (Brown)",,,"3D Glasses",,,"Snout (Eating)"
"Chia Friends #8024","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/8024.png",,"Fish","Green Lasers & Gradient","K32 (Jade)",,,"Seer (Jade)","1",,"Stoic"
